ID;UserID;timestamp;isVisible;version;changesetID;nodes;tags
W413242057;1586930;2016-04-25T05:35:53Z;true;1;38847644;"[N4145970920,N4145970953,N4145970871,N4145970864,N4145970815,N4145970791,N4145970920]";"[lacounty:ain=4288028026,building:units=2,lacounty:bld_id=415957821534,building=residential,ele=13.8,height=6.6,start_date=1963]"
W413242056;1586930;2016-04-25T05:35:53Z;true;1;38847644;"[N4145969942,N4145969957,N4145969913,N4145969889,N4145970011,N4145970027,N4145969942]";"[lacounty:ain=4286004007,building:units=2,lacounty:bld_id=2014073357290000,building=commercial,ele=13.9,height=4.8,start_date=1910]"
W413242059;1586930;2016-04-25T05:35:53Z;true;1;38847644;"[N4145969987,N4145969967,N4145970052,N4145970140,N4145969997,N4145969925,N4145969987]";"[lacounty:ain=4286004007,building:units=2,lacounty:bld_id=2014073357300000,building=commercial,ele=18.9,height=9.5,start_date=1910]"
W413242058;1586930;2016-04-25T05:35:53Z;true;1;38847644;"[N4145970096,N4145970092,N4145970120,N4145970043,N4145970010,N4145970095,N4145970096]";"[lacounty:ain=4286017008,building:units=2,lacounty:bld_id=416629821239,building=residential,ele=19.2,height=9.6,start_date=1905]"
W413242071;1586930;2016-04-25T05:35:55Z;true;1;38847644;"[N4145970788,N4145970755,N4145970749,N4145970735,N4145970790,N4145970822,N4145970816,N4145970788]";"[lacounty:ain=4286018032,building:units=2,lacounty:bld_id=416279821459,building=residential,ele=16.3,height=7.3,start_date=1906]"
W413242070;1586930;2016-04-25T05:35:55Z;true;1;38847644;"[N4145971098,N4145971113,N4145971086,N4145971071,N4145971075,N4145971063,N4145971090,N4145971098]";"[lacounty:ain=4288028051,building:units=1,lacounty:bld_id=416191821675,building=retail,ele=14.7,height=5.7,start_date=1968]"
W413242073;1586930;2016-04-25T05:35:55Z;true;1;38847644;"[N4145970294,N4145970290,N4145970418,N4145970455,N4145970341,N4145970340,N4145970318,N4145970260,N4145970294]";"[lacounty:ain=4286018028,building:units=6,lacounty:bld_id=416213821353,building=apartments,ele=16.0,height=7.2,start_date=1908]"
W413242072;1586930;2016-04-25T05:35:55Z;true;1;38847644;"[N4145970008,N4145970037,N4145969990,N4145969983,N4145969971,N4145969945,N4145969953,N4145969949,N4145970008]";"[lacounty:ain=4286019021,building:units=2,lacounty:bld_id=416327821205,building=residential,ele=15.0,height=5.8,start_date=1905]"
W413242075;1586930;2016-04-25T05:35:56Z;true;1;38847644;"[N4145970302,N4145970346,N4145970191,N4145970182,N4145970154,N4145970124,N4145970155,N4145970152,N4145970302]";"[lacounty:ain=4286019027,building:units=1,lacounty:bld_id=416360821311,building=house,ele=16.3,height=6.5,start_date=1908]"
W413242074;1586930;2016-04-25T05:35:55Z;true;1;38847644;"[N4145970856,N4145970849,N4145970844,N4145970827,N4145970830,N4145970825,N4145970863,N4145970894,N4145970856]";"[lacounty:ain=4286018015,building:units=1,lacounty:bld_id=416252821496,building=house,ele=15.6,height=6.1,start_date=2013]"
W413242077;1586930;2016-04-25T05:35:56Z;true;1;38847644;"[N4145970887,N4145970884,N4145970768,N4145970703,N4145970890,N4145970916,N4145970914,N4145970938,N4145970887]";"[lacounty:ain=4286003009,lacounty:bld_id=416946821488,building=commercial,ele=13.7,height=5.3,start_date=1955]"
W413242076;1586930;2016-04-25T05:35:56Z;true;1;38847644;"[N4145970003,N4145969973,N4145969977,N4145969944,N4145969941,N4145969911,N4145969888,N4145969962,N4145970003]";"[lacounty:ain=4286018020,building:units=2,lacounty:bld_id=416001821185,building=residential,ele=12.9,height=6.1,start_date=1907]"
W413242068;1586930;2016-04-25T05:35:55Z;true;1;38847644;"[N4145970450,N4145970441,N4145970447,N4145970432,N4145970459,N4145970594,N4145970488,N4145970450]";"[lacounty:ain=4286018028,building:units=6,lacounty:bld_id=416179821384,building=apartments,ele=13.6,height=5.2,start_date=1908]"
W413242067;3272286;2016-06-30T06:10:27Z;true;2;40382321;"[N4145971079,N4145971093,N4145971074,N4145971065,N4145971064,N4145971059,N4145971079]";"[lacounty:ain=4286003013,building:use=car_repair,lacounty:bld_id=416869821658,building=commercial,ele=12.2,height=3.3,start_date=1927]"
W413242069;1586930;2016-04-25T05:35:55Z;true;1;38847644;"[N4145970103,N4145970114,N4145970122,N4145970142,N4145970087,N4145970054,N4145970094,N4145970103]";"[lacounty:ain=4286019027,building:units=1,lacounty:bld_id=2014073360810000,building=house,ele=16.2,height=5.5,start_date=1908]"
W413242082;1586930;2016-04-25T05:35:56Z;true;1;38847644;"[N4145969483,N4145969375,N4145969373,N4145969372,N4145969364,N4145969366,N4145969363,N4145969453,N4145969483]";"[lacounty:ain=4286020007,building:units=6,lacounty:bld_id=416279820871,building=apartments,ele=17.8,height=10.4,start_date=1907]"
W413242081;1586930;2016-04-25T05:35:56Z;true;1;38847644;"[N4145969833,N4145969858,N4145969817,N4145969815,N4145969811,N4145969785,N4145969793,N4145969790,N4145969833]";"[lacounty:ain=4286019011,building:units=1,lacounty:bld_id=416208821116,building=house,ele=13.5,height=5.8,start_date=1910]"
W413242084;1586930;2016-04-25T05:35:57Z;true;1;38847644;"[N4145969830,N4145969826,N4145969835,N4145969837,N4145969901,N4145969926,N4145969852,N4145969828,N4145969830]";"[lacounty:ain=4286019009,building:units=2,lacounty:bld_id=416145821147,building=residential,ele=13.7,height=6.1,start_date=1908]"
W413242083;1586930;2016-04-25T05:35:57Z;true;1;38847644;"[N4145969395,N4145969377,N4145969425,N4145969429,N4145969516,N4145969518,N4145969524,N4145969527,N4145969395]";"[lacounty:ain=4286020013,building:units=4,lacounty:bld_id=416374820896,building=residential,ele=15.3,height=7.3,start_date=1968]"
W413242086;1586930;2016-04-25T05:35:58Z;true;1;38847644;"[N4145969946,N4145969920,N4145969927,N4145969912,N4145970056,N4145970082,N4145970085,N4145970108,N4145969946]";"[lacounty:ain=4286019035,building:units=1,lacounty:bld_id=416498821232,building=house,ele=18.6,height=9.4,start_date=1974]"
W413242085;1586930;2016-04-25T05:35:57Z;true;1;38847644;"[N4145970859,N4145970854,N4145970847,N4145970836,N4145970840,N4145970834,N4145970912,N4145970943,N4145970859]";"[lacounty:ain=4288028029,building:units=2,lacounty:bld_id=416014821510,building=residential,ele=13.9,height=6.4,start_date=1908]"
W413242088;1586930;2016-04-25T05:35:58Z;true;1;38847644;"[N4145969740,N4145969742,N4145969760,N4145969806,N4145969695,N4145969682,N4145969638,N4145969635,N4145969637,N4145969740]";"[lacounty:ain=4286019040,building:units=1,lacounty:bld_id=416068821066,building=house,ele=15.7,height=9.5,start_date=1998]"
W413242087;1586930;2016-04-25T05:35:58Z;true;1;38847644;"[N4145970032,N4145970061,N4145969933,N4145969932,N4145969924,N4145969900,N4145969908,N4145969904,N4145970023,N4145970032]";"[lacounty:ain=4286019015,building:units=3,lacounty:bld_id=416222821195,building=apartments,ele=15.2,height=6.9,start_date=1907]"
W413242080;1586930;2016-04-25T05:35:56Z;true;1;38847644;"[N4145969759,N4145969768,N4145969770,N4145969779,N4145969778,N4145969787,N4145969713,N4145969683,N4145969759]";"[lacounty:ain=4286019012,building:units=4,lacounty:bld_id=416252821071,building=residential,ele=13.7,height=5.7,start_date=1907]"
W413242079;1586930;2016-04-25T05:35:56Z;true;1;38847644;"[N4145970707,N4145970724,N4145970683,N4145970651,N4145970684,N4145970679,N4145970691,N4145970696,N4145970707]";"[lacounty:ain=4286018030,building:units=4,lacounty:bld_id=416238821426,building=residential,ele=14.2,height=5.3,start_date=1906]"
W413242078;1586930;2016-04-25T05:35:56Z;true;1;38847644;"[N4145970922,N4145970969,N4145970981,N4145970985,N4145970993,N4145970990,N4145971001,N4145970964,N4145970922]";"[lacounty:ain=4286017023,building:units=1,lacounty:bld_id=416394821550,building=house,ele=18.0,height=9.0,start_date=1993]"
W413242089;1586930;2016-04-25T05:35:58Z;true;1;38847644;"[N4145970324,N4145970366,N4145970323,N4145970296,N4145970285,N4145970273,N4145970281,N4145970258,N4145970317,N4145970324]";"[lacounty:ain=4286018025,building:units=2,lacounty:bld_id=416116821331,building=residential,ele=13.6,height=5.6,start_date=1907]"
W413242000;1586930;2016-04-25T05:35:46Z;true;1;38847644;"[N4145970387,N4145970325,N4145970349,N4145970347,N4145970364,N4145970368,N4145970397,N4145970394,N4145970406,N4145970407,N4145970438,N4145970437,N4145970446,N4145970449,N4145970480,N4145970478,N4145970590,N4145970673,N4145970387]";"[lacounty:ain=4286017100,building:units=1,lacounty:bld_id=416522821386,building=house,ele=21.4,height=11.8,start_date=2002]"
W413242011;1586930;2016-04-25T05:35:47Z;true;1;38847644;"[N4145970091,N4145970093,N4145970072,N4145970065,N4145970020,N4145969996,N4145970024,N4145970038,N4145970053,N4145970048,N4145970040,N4145970041,N4145970051,N4145970059,N4145970064,N4145970060,N4145970176,N4145970187,N4145970202,N4145970225,N4145970219,N4145970226,N4145970091]";"[lacounty:ain=4286019023,building:units=3,lacounty:bld_id=416317821269,building=apartments,ele=19.3,height=9.8,start_date=1905]"
W413242010;1586930;2016-04-25T05:35:47Z;true;1;38847644;"[N4145970401,N4145970404,N4145970400,N4145970395,N4145970376,N4145970379,N4145970362,N4145970369,N4145970352,N4145970415,N4145970428,N4145970431,N4145970440,N4145970442,N4145970463,N4145970458,N4145970667,N4145970650,N4145970659,N4145970606,N4145970596,N4145970485,N4145970401]";"[lacounty:ain=4288029041,building:units=1,lacounty:bld_id=415666821379,building=house,ele=17.0,height=11.8,start_date=1992]"
W726035009;7027223;2020-05-07T13:18:29Z;true;5;84835080;"[N4962851424,N7092841396,N7092841395,N7092841397,N7092822277,N7092822281,N7092822278,N7092822282,N5690488011,N7092841398,N7092841400,N7092841399,N7494098529,N7092822283,N7092822284,N7092841385,N7202686783,N7092841386,N7092841387,N7092822276,N7092822275,N7092822274,N7092841388,N7092841389,N7092841390,N7092841391,N6205000505,N7092841392,N6205000504,N6205000503,N6205000502,N7092841401,N6205000508,N6205000510,N6938035679,N6205000511,N6205000512,N7092841394,N7092841402,N6204903737,N7092841403,N5690488004,N5690488003,N5690487994,N5690488002,N5690488006,N5690488001,N5690487993,N5690488000,N5690488013,N5690488014,N4962851435,N4962851436,N4962851434,N4962851431,N6204191655,N6204191656,N6204191657,N6205000523,N6204191659,N6807076967]";"[cycleway:both:buffer=yes,cycleway:both=lane,highway=cycleway,oneway=yes]"
W413242009;1586930;2016-04-25T05:35:47Z;true;1;38847644;"[N4145971057,N4145971068,N4145971069,N4145971078,N4145971070,N4145971066,N4145971061,N4145971058,N4145971053,N4145971055,N4145971048,N4145971047,N4145971037,N4145971043,N4145971033,N4145971034,N4145971019,N4145971023,N4145971013,N4145970986,N4145971056,N4145971057]";"[lacounty:ain=4286017901,lacounty:bld_id=416342821604,building=yes,ele=15.4,height=6.9]"
W413242002;1586930;2016-04-25T05:35:46Z;true;1;38847644;"[N4145969855,N4145969853,N4145969840,N4145969836,N4145969823,N4145969816,N4145969810,N4145969807,N4145969796,N4145969789,N4145969780,N4145969781,N4145969773,N4145969881,N4145969992,N4145969938,N4145969940,N4145969918,N4145969917,N4145969903,N4145969855]";"[lacounty:ain=4286016043,building:units=17,lacounty:bld_id=416733821144,building=apartments,ele=18.6,height=8.5,start_date=1975]"
W413242001;1586930;2016-04-25T05:35:46Z;true;1;38847644;"[N4145970645,N4145970668,N4145970484,N4145970465,N4145970453,N4145970481,N4145970348,N4145970313,N4145970372,N4145970371,N4145970419,N4145970424,N4145970436,N4145970435,N4145970475,N4145970473,N4145970609,N4145970638,N4145970639,N4145970645]";"[lacounty:ain=4286018029,building:units=2,lacounty:bld_id=416242821362,building=residential,ele=15.4,height=6.4,start_date=1908]"
W413242004;1586930;2016-04-25T05:35:46Z;true;1;38847644;"[N4145970205,N4145970198,N4145970179,N4145970184,N4145970166,N4145970170,N4145970159,N4145970221,N4145970238,N4145970247,N4145970261,N4145970266,N4145970284,N4145970279,N4145970389,N4145970380,N4145970385,N4145970339,N4145970335,N4145970327,N4145970205]";"[lacounty:ain=4288029038,building:units=1,lacounty:bld_id=415715821316,building=house,ele=17.0,height=11.9,start_date=1992]"
W413242003;1586930;2016-04-25T05:35:46Z;true;1;38847644;"[N4145969610,N4145969549,N4145969543,N4145969555,N4145969557,N4145969561,N4145969551,N4145969560,N4145969538,N4145969519,N4145969537,N4145969515,N4145969456,N4145969439,N4145969509,N4145969530,N4145969536,N4145969540,N4145969569,N4145969615,N4145969610]";"[lacounty:ain=4286030002,lacounty:bld_id=415938820952,building=commercial,ele=8.8,height=4.0,start_date=1946]"
W413242006;1586930;2016-04-25T05:35:47Z;true;1;38847644;"[N4145970312,N4145970304,N4145970282,N4145970286,N4145970268,N4145970271,N4145970256,N4145970333,N4145970343,N4145970345,N4145970358,N4145970360,N4145970381,N4145970378,N4145970468,N4145970454,N4145970464,N4145970421,N4145970417,N4145970405,N4145970312]";"[lacounty:ain=4288029040,building:units=1,lacounty:bld_id=415689821347,building=house,ele=17.0,height=12.0,start_date=1992]"
W413242005;1586930;2016-04-25T05:35:47Z;true;1;38847644;"[N4145971089,N4145971082,N4145971084,N4145971076,N4145971073,N4145971051,N4145971035,N4145971072,N4145971080,N4145971083,N4145971088,N4145971087,N4145971091,N4145971095,N4145971081,N4145971099,N4145971109,N4145971097,N4145971098,N4145971090,N4145971089]";"[lacounty:ain=4288028048,building:units=2,lacounty:bld_id=416171821649,building=residential,ele=15.3,height=6.0,start_date=1907]"
W413242008;1586930;2016-04-25T05:35:47Z;true;1;38847644;"[N4145970999,N4145970913,N4145970927,N4145970910,N4145970886,N4145970860,N4145970891,N4145970895,N4145970906,N4145970907,N4145970909,N4145970933,N4145970935,N4145970952,N4145970955,N4145970978,N4145970980,N4145971002,N4145971003,N4145971015,N4145970999]";"[building=yes]"
W413242007;1586930;2016-04-25T05:35:47Z;true;1;38847644;"[N4145969322,N4145969321,N4145969319,N4145969317,N4145969318,N4145969314,N4145969312,N4145969309,N4145969310,N4145969306,N4145969303,N4145969305,N4145969304,N4145969307,N4145969308,N4145969313,N4145969311,N4145969315,N4145969316,N4145969320,N4145969322]";"[lacounty:ain=4286030903,lacounty:bld_id=415954820610,building=yes,ele=8.0,height=3.3]"
W413242020;1586930;2016-04-25T05:35:49Z;true;1;38847644;"[N4145969344,N4145969338,N4145969337,N4145969339,N4145969344]";"[lacounty:ain=4286020034,building:units=2,lacounty:bld_id=416251820783,building=residential,ele=18.5,height=11.8,start_date=1924]"
W413242022;1586930;2016-04-25T05:35:49Z;true;1;38847644;"[N4145970010,N4145969985,N4145970062,N4145970095,N4145970010]";"[lacounty:ain=4286017009,building:units=1,lacounty:bld_id=416605821226,building=house,ele=19.2,height=9.7,start_date=1900]"
W413242021;1586930;2016-04-25T05:35:49Z;true;1;38847644;"[N4145971166,N4145971156,N4145971114,N4145971130,N4145971166]";"[lacounty:ain=4286003016,lacounty:bld_id=416694821801,building=industrial,ele=13.2,height=5.5,start_date=1941]"
W413242013;1586930;2016-04-25T05:35:48Z;true;1;38847644;"[N4145970655,N4145970460,N4145970423,N4145970416,N4145970403,N4145970370,N4145970249,N4145970267,N4145970254,N4145970274,N4145970291,N4145970308,N4145970250,N4145970203,N4145970149,N4145970201,N4145970242,N4145970359,N4145970412,N4145970477,N4145970487,N4145970611,N4145970601,N4145970655]";"[lacounty:ain=4286004002,lacounty:bld_id=417043821358,building=commercial,ele=13.5,height=5.1,start_date=1938]"
W413242015;1586930;2016-04-25T05:35:48Z;true;1;38847644;"[N4145970694,N4145970678,N4145970682,N4145970699,N4145970769,N4145970719,N4145970716,N4145970713,N4145970715,N4145970700,N4145970656,N4145970664,N4145970657,N4145970647,N4145970617,N4145970625,N4145970615,N4145970622,N4145970618,N4145970603,N4145970476,N4145970479,N4145970433,N4145970599,N4145970694]";"[lacounty:ain=4288029045,building:units=1,lacounty:bld_id=415651821426,building=house,ele=17.0,height=11.9,start_date=1992]"
W413242014;1586930;2016-04-25T05:35:48Z;true;1;38847644;"[N4145970607,N4145970660,N4145970677,N4145970692,N4145970420,N4145970439,N4145970711,N4145970723,N4145970712,N4145970764,N4145970452,N4145970414,N4145970409,N4145970391,N4145970396,N4145970388,N4145970383,N4145970361,N4145970373,N4145970328,N4145970342,N4145970338,N4145970357,N4145970367,N4145970607]";"[lacounty:ain=4286018062,building:units=1,lacounty:bld_id=416047821380,building=house,ele=16.4,height=8.5,start_date=1985]"
W413242017;1586930;2016-04-25T05:35:48Z;true;1;38847644;"[N4145971158,N4145971154,N4145971155,N4145971149,N4145971139,N4145971147,N4145971141,N4145971137,N4145971136,N4145971119,N4145971118,N4145971115,N4145971110,N4145971112,N4145971111,N4145971134,N4145971135,N4145971138,N4145971148,N4145971144,N4145971151,N4145971152,N4145971150,N4145971153,N4145971158]";"[lacounty:ain=4288006013,lacounty:bld_id=416275821738,building=commercial,ele=16.9,height=8.7,start_date=1986]"
W413242016;1586930;2016-04-25T05:35:48Z;true;1;38847644;"[N4145969432,N4145969434,N4145969450,N4145969448,N4145969462,N4145969467,N4145969458,N4145969478,N4145969473,N4145969457,N4145969465,N4145969454,N4145969443,N4145969444,N4145969441,N4145969438,N4145969426,N4145969428,N4145969417,N4145969407,N4145969419,N4145969423,N4145969414,N4145969422,N4145969432]";"[lacounty:ain=4286030903,lacounty:bld_id=415718820891,building=yes,ele=8.0,height=4.1]"
W413242019;1586930;2016-04-25T05:35:49Z;true;1;38847644;"[N4145970878,N4145970908,N4145970959,N4145970931,N4145970878]";"[lacounty:ain=4286017011,building:units=1,lacounty:bld_id=416412821527,building=house,ele=20.6,height=11.7,start_date=2003]"
W413242018;1586930;2016-04-25T05:35:48Z;true;1;38847644;"[N4145970812,N4145970803,N4145970802,N4145970752,N4145970745,N4145970717,N4145970722,N4145970698,N4145970693,N4145970642,N4145970643,N4145970605,N4145970469,N4145970593,N4145970486,N4145970595,N4145970598,N4145970628,N4145970627,N4145970632,N4145970636,N4145970644,N4145970640,N4145970680,N4145970685,N4145970708,N4145970706,N4145970742,N4145970750,N4145970773,N4145970812]";"[lacounty:ain=4286018010,building:units=5,lacounty:bld_id=416103821439,building=apartments,ele=15.2,height=7.4]"
W413242031;1586930;2016-04-25T05:35:50Z;true;1;38847644;"[N4145969531,N4145969523,N4145969621,N4145969640,N4145969531]";"[lacounty:ain=4286020023,building:units=2,lacounty:bld_id=416505820960,building=residential,ele=21.4,height=12.3,start_date=2000]"
W413242030;1586930;2016-04-25T05:35:50Z;true;1;38847644;"[N4145969265,N4145969270,N4145969269,N4145969261,N4145969265]";"[lacounty:ain=4286027902,lacounty:bld_id=417034819275,building=yes,ele=8.3,height=3.4]"
W413242033;1586930;2016-04-25T05:35:50Z;true;1;38847644;"[N4145969895,N4145969906,N4145969882,N4145969863,N4145969895]";"[lacounty:ain=4286019015,building:units=3,lacounty:bld_id=416266821148,building=apartments,ele=11.6,height=3.3,start_date=1907]"
W413242032;1586930;2016-04-25T05:35:50Z;true;1;38847644;"[N4145970784,N4145970737,N4145970853,N4145970873,N4145970784]";"[lacounty:ain=4288028021,building:units=2,lacounty:bld_id=415974821462,building=residential,ele=13.8,height=6.8,start_date=1905]"
W413242023;1586930;2016-04-25T05:35:49Z;true;1;38847644;"[N4145970150,N4145970115,N4145970228,N4145970278,N4145970150]";"[lacounty:ain=4286019025,building:units=2,lacounty:bld_id=416335821293,building=residential,ele=15.5,height=5.9,start_date=1910]"
W413242026;1586930;2016-04-25T05:35:49Z;true;1;38847644;"[N4145969430,N4145969447,N4145969421,N4145969410,N4145969430]";"[lacounty:ain=4286030003,lacounty:bld_id=416011820885,building=commercial,ele=29.2,height=23.9]"
W413242025;1586930;2016-04-25T05:35:49Z;true;1;38847644;"[N4145970009,N4145969982,N4145970016,N4145970049,N4145970009]";"[lacounty:ain=4286018020,building:units=2,lacounty:bld_id=415976821213,building=residential,ele=12.4,height=5.7,start_date=1907]"
W413242028;1586930;2016-04-25T05:35:50Z;true;1;38847644;"[N4145970057,N4145970017,N4145969995,N4145970034,N4145970057]";"[lacounty:ain=4286018035,building:units=1,lacounty:bld_id=415890821222,building=house,ele=18.3,height=12.1,start_date=1973]"
W413242029;1586930;2016-04-25T05:35:50Z;true;1;38847644;"[N4145970843,N4145970865,N4145970823,N4145970797,N4145970843]";"[lacounty:ain=4286018014,building:units=1,lacounty:bld_id=416225821483,building=house,ele=16.7,height=7.5,start_date=1905]"
W413242040;2049113;2020-03-28T21:58:30Z;true;2;82765291;"[N4145969274,N4145969272,N4145969271,N4145969273,N4145969274]";"[lacounty:ain=7436034900,emergency=lifeguard,lacounty:bld_id=416383819650,building=yes,ele=8.7,height=4.0]"
W413242042;1586930;2016-04-25T05:35:51Z;true;1;38847644;"[N4145971194,N4145971193,N4145971190,N4145971192,N4145971194]";"[lacounty:ain=4286003019,lacounty:bld_id=416661821924,building=yes,ele=16.1,height=8.2,start_date=1941]"
W413242041;1586930;2016-04-25T05:35:51Z;true;1;38847644;"[N4145969554,N4145969578,N4145969510,N4145969496,N4145969554]";"[lacounty:ain=4286020017,building:units=6,lacounty:bld_id=416402820956,building=apartments,ele=16.8,height=8.6,start_date=1910]"
W413242044;1586930;2016-04-25T05:35:51Z;true;1;38847644;"[N4145970181,N4145970229,N4145970134,N4145970101,N4145970181]";"[lacounty:ain=4286019028,building:units=3,lacounty:bld_id=416423821279,building=apartments,ele=17.4,height=7.4,start_date=1907]"
